uuid_inventario,occurrence_type,target_name,next_state_prediction
INV-008522,Monitoração de OAE,Target_8522,improving
INV-008523,Monitoração de OAE,Target_8523,degrading
INV-008524,Monitoração de Terraplenos e Estruturas de Contenção,Target_8524,improving
INV-008525,Monitoração de Sinalização Vertical,Target_8525,critical
INV-008526,Monitoração de Drenagem Profunda,Target_8526,degrading
INV-008527,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8527,improving
INV-008528,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8528,improving
INV-008529,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8529,critical
INV-008530,Monitoração de Sinalização Vertical,Target_8530,stable
INV-008531,Monitoração de Terraplenos e Estruturas de Contenção,Target_8531,improving
INV-008532,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8532,stable
INV-008533,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8533,critical
INV-008534,Monitoração de Sinalização Vertical,Target_8534,improving
INV-008535,Monitoração de OAE,Target_8535,
INV-008536,Monitoração de Drenagem Profunda,Target_8536,critical
INV-008537,Monitoração de OAE,Target_8537,stable
INV-008538,Monitoração de OAE,Target_8538,stable
INV-008539,Monitoração de Drenagem Profunda,Target_8539,improving
INV-008540,Monitoração de Sinalização Horizontal - Zebrados,Target_8540,improving
INV-008541,Monitoração de Terraplenos e Estruturas de Contenção,Target_8541,degrading
INV-008542,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8542,stable
INV-008543,Monitoração de Drenagem Profunda,Target_8543,degrading
INV-008544,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8544,stable
INV-008545,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8545,improving
INV-008546,Monitoração de Terraplenos e Estruturas de Contenção,Target_8546,stable
INV-008547,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8547,stable
INV-008548,Monitoração de Sinalização Horizontal - Zebrados,Target_8548,improving
INV-008549,Monitoração de Terraplenos e Estruturas de Contenção,Target_8549,improving
INV-008550,Monitoração de Drenagem Profunda,Target_8550,improving
INV-008551,Monitoração de Sinalização Horizontal - Zebrados,Target_8551,stable
INV-008552,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8552,degrading
INV-008553,Monitoração de OAE,Target_8553,degrading
INV-008554,Monitoração de OAE,Target_8554,stable
INV-008555,Monitoração de Sinalização Horizontal - Zebrados,Target_8555,degrading
INV-008556,Monitoração de Sinalização Vertical,Target_8556,stable
INV-008557,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8557,improving
INV-008558,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8558,improving
INV-008559,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8559,stable
INV-008560,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8560,improving
INV-008561,Monitoração de Drenagem Profunda,Target_8561,improving
INV-008562,Monitoração de Sinalização Horizontal - Zebrados,Target_8562,stable
INV-008563,Monitoração de Sinalização Horizontal - Zebrados,Target_8563,critical
INV-008564,Monitoração de Drenagem Profunda,Target_8564,stable
INV-008565,Monitoração de OAE,Target_8565,improving
INV-008566,Monitoração de Sinalização Horizontal - Zebrados,Target_8566,critical
INV-008567,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8567,stable
INV-008568,Monitoração de Sinalização Horizontal - Zebrados,Target_8568,improving
INV-008569,Monitoração de Sinalização Vertical,Target_8569,improving
INV-008570,Monitoração de Sinalização Horizontal - Zebrados,Target_8570,stable
INV-008571,Monitoração de Terraplenos e Estruturas de Contenção,Target_8571,degrading
INV-008572,Monitoração de Terraplenos e Estruturas de Contenção,Target_8572,stable
INV-008573,Monitoração de OAE,Target_8573,stable
INV-008574,Monitoração de Drenagem Profunda,Target_8574,stable
INV-008575,Monitoração de OAE,Target_8575,stable
INV-008576,Monitoração de OAE,Target_8576,critical
INV-008577,Monitoração de Drenagem Profunda,Target_8577,stable
INV-008578,Monitoração de Sinalização Vertical,Target_8578,critical
INV-008579,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8579,improving
INV-008580,Monitoração de Drenagem Profunda,Target_8580,critical
INV-008581,Monitoração de OAE,Target_8581,stable
INV-008582,Monitoração de Terraplenos e Estruturas de Contenção,Target_8582,improving
INV-008583,Monitoração de Drenagem Profunda,Target_8583,degrading
INV-008584,Monitoração de Sinalização Vertical,Target_8584,degrading
INV-008585,Monitoração de Sinalização Horizontal - Zebrados,Target_8585,stable
INV-008586,Monitoração de Terraplenos e Estruturas de Contenção,Target_8586,improving
INV-008587,Monitoração de Sinalização Horizontal - Zebrados,Target_8587,degrading
INV-008588,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8588,degrading
INV-008589,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8589,stable
INV-008590,Monitoração de Drenagem Profunda,Target_8590,stable
INV-008591,Monitoração de Drenagem Profunda,Target_8591,critical
INV-008592,Monitoração de Drenagem Profunda,Target_8592,degrading
INV-008593,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8593,degrading
INV-008594,Monitoração de OAE,Target_8594,degrading
INV-008595,Monitoração de OAE,Target_8595,degrading
INV-008596,Monitoração de Sinalização Vertical,Target_8596,critical
INV-008597,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8597,stable
INV-008598,Monitoração de Sinalização Horizontal - Zebrados,Target_8598,
INV-008599,Monitoração de Sinalização Vertical,Target_8599,degrading
INV-008600,Monitoração de Sinalização Vertical,Target_8600,critical
INV-008601,Monitoração de Sinalização Vertical,Target_8601,degrading
INV-008602,Monitoração de Sinalização Horizontal - Zebrados,Target_8602,stable
INV-008603,Monitoração de Sinalização Horizontal - Zebrados,Target_8603,critical
INV-008604,Monitoração de Terraplenos e Estruturas de Contenção,Target_8604,degrading
INV-008605,Monitoração de Sinalização Horizontal - Zebrados,Target_8605,critical
INV-008606,Monitoração de OAE,Target_8606,degrading
INV-008607,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8607,improving
INV-008608,Monitoração de Sinalização Vertical,Target_8608,improving
INV-008609,Monitoração de Sinalização Horizontal - Zebrados,Target_8609,degrading
INV-008610,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8610,critical
INV-008611,Monitoração de Drenagem Profunda,Target_8611,critical
INV-008612,Monitoração de Drenagem Profunda,Target_8612,improving
INV-008613,Monitoração de Terraplenos e Estruturas de Contenção,Target_8613,improving
INV-008614,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8614,degrading
INV-008615,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8615,stable
INV-008616,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8616,critical
INV-008617,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8617,improving
INV-008618,Monitoração de Terraplenos e Estruturas de Contenção,Target_8618,critical
INV-008619,Monitoração de Drenagem Profunda,Target_8619,stable
INV-008620,Monitoração de Terraplenos e Estruturas de Contenção,Target_8620,stable
INV-008621,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8621,critical
INV-008622,Monitoração de Terraplenos e Estruturas de Contenção,Target_8622,degrading
INV-008623,Monitoração de Sinalização Horizontal - Zebrados,Target_8623,improving
INV-008624,Monitoração de Drenagem Profunda,Target_8624,degrading
INV-008625,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8625,degrading
INV-008626,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8626,stable
INV-008627,Monitoração de OAE,Target_8627,degrading
INV-008628,Monitoração de Drenagem Profunda,Target_8628,degrading
INV-008629,Monitoração de Sinalização Vertical,Target_8629,stable
INV-008630,Monitoração de Terraplenos e Estruturas de Contenção,Target_8630,degrading
INV-008631,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8631,degrading
INV-008632,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8632,stable
INV-008633,Monitoração de Sinalização Horizontal - Zebrados,Target_8633,stable
INV-008634,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8634,critical
INV-008635,Monitoração de Sinalização Horizontal - Zebrados,Target_8635,degrading
INV-008636,Monitoração de OAE,Target_8636,degrading
INV-008637,Monitoração de Sinalização Vertical,Target_8637,improving
INV-008638,Monitoração de OAE,Target_8638,stable
INV-008639,Monitoração de Sinalização Horizontal - Zebrados,Target_8639,stable
INV-008640,Monitoração de Drenagem Profunda,Target_8640,degrading
INV-008641,Monitoração de Drenagem Profunda,Target_8641,stable
INV-008642,Monitoração de Sinalização Horizontal - Zebrados,Target_8642,stable
INV-008643,Monitoração de Sinalização Vertical,Target_8643,critical
INV-008644,Monitoração de Sinalização Vertical,Target_8644,stable
INV-008645,Monitoração de Sinalização Horizontal - Zebrados,Target_8645,improving
INV-008646,Monitoração de Drenagem Profunda,Target_8646,degrading
INV-008647,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8647,critical
INV-008648,Monitoração de Sinalização Vertical,Target_8648,degrading
INV-008649,Monitoração de Sinalização Vertical,Target_8649,degrading
INV-008650,Monitoração de Sinalização Horizontal - Zebrados,Target_8650,stable
INV-008651,Monitoração de Terraplenos e Estruturas de Contenção,Target_8651,improving
INV-008652,Monitoração de Sinalização Vertical,Target_8652,improving
INV-008653,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8653,critical
INV-008654,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8654,critical
INV-008655,Monitoração de Sinalização Horizontal - Zebrados,Target_8655,improving
INV-008656,Monitoração de Terraplenos e Estruturas de Contenção,Target_8656,critical
INV-008657,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8657,degrading
INV-008658,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8658,degrading
INV-008659,Monitoração de Sinalização Horizontal - Zebrados,Target_8659,degrading
INV-008660,Monitoração de Sinalização Horizontal - Zebrados,Target_8660,critical
INV-008661,Monitoração de Sinalização Horizontal - Zebrados,Target_8661,improving
INV-008662,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8662,degrading
INV-008663,Monitoração de OAE,Target_8663,degrading
INV-008664,Monitoração de Sinalização Horizontal - Zebrados,Target_8664,critical
INV-008665,Monitoração de Sinalização Horizontal - Zebrados,Target_8665,critical
INV-008666,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8666,improving
INV-008667,Monitoração de Sinalização Horizontal - Zebrados,Target_8667,critical
INV-008668,Monitoração de Sinalização Vertical,Target_8668,stable
INV-008669,,Target_8669,improving
INV-008670,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8670,stable
INV-008671,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8671,critical
INV-008672,Monitoração de Terraplenos e Estruturas de Contenção,Target_8672,critical
INV-008673,Monitoração de OAE,Target_8673,degrading
INV-008674,Monitoração de Sinalização Horizontal - Zebrados,Target_8674,stable
INV-008675,Monitoração de OAE,Target_8675,stable
INV-008676,Monitoração de Sinalização Vertical,Target_8676,critical
INV-008677,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8677,improving
INV-008678,Monitoração de OAE,Target_8678,degrading
INV-008679,Monitoração de Drenagem Profunda,Target_8679,critical
INV-008680,Monitoração de Drenagem Profunda,Target_8680,stable
INV-008681,Monitoração de Drenagem Profunda,Target_8681,improving
INV-008682,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8682,degrading
INV-008683,Monitoração de Sinalização Vertical,Target_8683,improving
INV-008684,Monitoração de Terraplenos e Estruturas de Contenção,Target_8684,improving
INV-008685,Monitoração de Drenagem Profunda,Target_8685,degrading
INV-008686,Monitoração de Sinalização Vertical,Target_8686,critical
INV-008687,Monitoração de Terraplenos e Estruturas de Contenção,Target_8687,stable
INV-008688,Monitoração de OAE,Target_8688,critical
INV-008689,Monitoração de Terraplenos e Estruturas de Contenção,Target_8689,stable
INV-008690,Monitoração de Sinalização Horizontal - Zebrados,Target_8690,critical
INV-008691,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8691,improving
INV-008692,Monitoração de Sinalização Horizontal - Marcas Viárias,Target_8692,improving
INV-008693,Monitoração de Drenagem Profunda,Target_8693,degrading
INV-008694,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8694,critical
INV-008695,Monitoração de Sinalização Horizontal - Longitudinal e Tachas,Target_8695,degrading
INV-008696,Monitoração de Sinalização Horizontal - Zebrados,Target_8696,improving
INV-008697,Monitoração de Terraplenos e Estruturas de Contenção,Target_8697,critical
INV-008698,INVALID_TYPE,Target_8698,critical
INV-008699,Monitoração de OAE,Target_8699,improving
INV-008700,Monitoração de Drenagem Profunda,Target_8700,degrading
